order_id;user_id;num_of_item
7129;5719;1
7145;5725;1
7164;5741;1
7167;5744;1
7184;5760;1
7185;5760;1
7187;5761;1
7234;5802;1
7251;5818;1
7255;5823;1
7256;5823;1
7269;5832;1
7270;5832;1
7284;5843;1
7286;5844;1
7289;5848;1
7290;5848;1
7300;5856;1
7349;5896;1
7354;5900;1
7371;5909;1
7382;5920;1
7387;5922;1
7389;5924;1
7390;5924;1
7396;5932;1
7407;5941;1
7414;5944;1
7420;5949;1
7426;5952;1
7445;5966;1
7457;5974;1
7462;5978;1
7475;5995;1
7476;5995;1
7477;5996;1
7480;5997;1
7493;6007;1
7495;6009;1
7520;6028;1
7540;6041;1
7549;6054;1
7550;6054;1
7555;6059;1
7577;6075;1
7579;6075;1
7583;6077;1
7619;6111;1
7650;6137;1
7656;6142;1
7660;6145;1
7674;6155;1
7675;6156;1
7731;6194;1
7735;6198;1
7736;6199;1
7744;6204;1
7745;6204;1
7748;6207;1
7751;6212;1
7755;6220;1
7756;6221;1
7771;6237;1
7784;6250;1
7788;6256;1
7790;6261;1
7792;6262;1
7801;6269;1
7810;6276;1
7813;6277;1
7816;6279;1
7822;6282;1
7835;6292;1
7884;6326;1
7928;6359;1
7952;6380;1
7967;6393;1
7968;6393;1
7969;6393;1
7978;6401;1
7984;6404;1
7993;6411;1
8003;6418;1
8024;6436;1
8030;6439;1
8036;6444;1
8040;6448;1
8051;6457;1
8072;6475;1
8078;6480;1
8083;6484;1
8086;6485;1
8087;6486;1
8094;6489;1
8096;6491;1
8098;6492;1
8099;6492;1
8120;6510;1
8130;6517;1
8132;6520;1
8146;6532;1
8183;6564;1
8184;6565;1
8188;6568;1
8194;6570;1
8254;6625;1
8268;6636;1
8276;6642;1
8280;6645;1
8282;6645;1
8293;6652;1
8325;6671;1
8341;6684;1
8364;6706;1
8369;6710;1
8374;6715;1
8375;6715;1
8386;6726;1
8410;6745;1
8432;6759;1
8438;6763;1
8444;6769;1
8455;6776;1
8458;6780;1
8491;6813;1
8534;6844;1
8536;6846;1
8537;6846;1
8542;6849;1
8556;6859;1
8560;6861;1
8579;6874;1
8586;6878;1
8596;6886;1
8599;6891;1
8602;6893;1
8606;6895;1
8607;6896;1
8615;6901;1
8616;6901;1
8632;6912;1
8633;6913;1
8640;6919;1
8667;6946;1
8680;6956;1
8682;6957;1
8687;6961;1
8704;6974;1
8708;6977;1
8709;6978;1
8712;6983;1
8713;6983;1
8714;6985;1
8719;6988;1
8733;6997;1
8738;7002;1
8768;7023;1
8785;7031;1
8797;7041;1
8799;7043;1
8801;7045;1
8802;7045;1
8816;7055;1
8820;7059;1
8821;7059;1
8822;7059;1
8824;7060;1
8825;7060;1
8830;7063;1
8835;7067;1
8853;7082;1
8867;7092;1
8897;7113;1
8906;7117;1
8913;7123;1
8925;7132;1
8935;7143;1
8940;7146;1
8946;7154;1
8952;7157;1
8959;7160;1
8964;7163;1
8966;7165;1
8973;7171;1
8991;7189;1
8995;7190;1
9003;7194;1
9008;7201;1
9011;7205;1
9022;7214;1
9026;7220;1
9031;7227;1
9032;7228;1
9059;7258;1
9065;7264;1
9070;7269;1
9084;7283;1
9103;7294;1
9116;7304;1
9134;7317;1
9145;7325;1
9147;7326;1
9148;7327;1
9149;7327;1
9160;7335;1
9168;7342;1
9178;7350;1
9189;7361;1
9193;7363;1
9194;7365;1
9202;7374;1
9210;7381;1
9228;7395;1
9229;7396;1
9233;7398;1
9249;7410;1
9250;7410;1
9277;7426;1
9279;7428;1
9309;7456;1
9311;7457;1
9312;7457;1
9335;7473;1
9342;7478;1
9353;7487;1
9354;7488;1
9356;7490;1
9401;7527;1
9406;7530;1
9411;7535;1
9416;7538;1
9417;7538;1
9423;7545;1
9426;7550;1
9439;7559;1
9445;7565;1
9446;7567;1
9447;7569;1
9448;7569;1
9462;7579;1
9472;7587;1
9501;7610;1
9503;7611;1
9513;7619;1
9515;7621;1
9516;7622;1
9521;7629;1
9522;7630;1
9524;7630;1
9558;7657;1
9572;7671;1
9597;7688;1
9617;7702;1
9627;7714;1
9651;7731;1
9665;7744;1
9685;7756;1
9688;7756;1
9694;7759;1
9713;7769;1
9720;7777;1
9728;7781;1
9733;7785;1
9735;7789;1
9749;7802;1
9754;7804;1
9785;7827;1
9815;7852;1
9839;7874;1
9840;7875;1
9846;7880;1
9857;7888;1
9879;7901;1
9881;7901;1
9886;7906;1
9893;7910;1
9906;7921;1
9918;7927;1
9932;7938;1
9939;7945;1
9943;7947;1
9952;7959;1
9953;7960;1
9956;7964;1
9963;7973;1
9970;7979;1
9980;7985;1
9983;7985;1
10002;8001;1
10022;8014;1
10024;8016;1
10035;8026;1
10036;8027;1
10042;8028;1
10043;8029;1
10044;8030;1
10055;8038;1
10058;8041;1
10066;8046;1
10077;8053;1
10080;8055;1
10090;8061;1
10097;8066;1
10113;8079;1
10120;8081;1
10123;8085;1
10133;8098;1
10154;8113;1
10177;8136;1
10187;8147;1
10247;8198;1
10254;8204;1
10270;8220;1
10286;8229;1
10292;8233;1
10328;8262;1
10329;8265;1
10331;8267;1
10338;8272;1
10340;8274;1
10343;8278;1
10413;8333;1
10419;8339;1
10427;8342;1
10429;8343;1
10434;8346;1
10441;8353;1
10442;8353;1
10443;8353;1
10454;8364;1
10493;8396;1
10496;8399;1
10498;8401;1
10505;8406;1
10506;8407;1
10510;8413;1
10513;8413;1
10523;8419;1
10528;8425;1
10529;8426;1
10532;8430;1
10535;8431;1
10558;8450;1
10568;8461;1
10591;8477;1
10595;8480;1
10607;8490;1
10616;8498;1
10628;8508;1
10661;8535;1
10667;8540;1
10682;8550;1
10684;8551;1
10690;8559;1
10695;8563;1
10699;8567;1
10709;8574;1
10711;8576;1
10721;8582;1
10751;8598;1
10767;8610;1
10775;8619;1
10785;8628;1
10807;8647;1
10810;8649;1
10822;8658;1
10837;8669;1
10863;8695;1
10877;8704;1
10898;8716;1
10927;8744;1
10935;8750;1
10942;8757;1
10950;8762;1
10958;8772;1
10990;8794;1
11006;8808;1
11018;8816;1
11020;8818;1
11027;8822;1
11030;8824;1
11046;8834;1
11057;8845;1
11063;8848;1
11074;8855;1
11083;8865;1
11085;8866;1
11090;8870;1
11102;8877;1
11124;8897;1
11129;8900;1
11132;8903;1
11140;8911;1
11189;8949;1
11190;8949;1
11192;8951;1
11200;8957;1
11201;8959;1
11202;8960;1
11203;8961;1
11217;8969;1
11234;8980;1
11247;8989;1
11250;8991;1
11260;9002;1
11268;9006;1
11276;9013;1
11293;9029;1
11294;9030;1
11299;9033;1
11319;9047;1
11320;9047;1
11360;9084;1
11363;9084;1
11367;9087;1
11371;9090;1
11375;9093;1
11384;9101;1
11398;9112;1
11399;9112;1
11402;9113;1
11407;9117;1
11417;9122;1
11424;9126;1
11440;9140;1
11443;9142;1
11453;9150;1
11467;9158;1
11478;9164;1
11479;9165;1
11506;9194;1
11526;9213;1
11527;9214;1
11536;9218;1
11570;9242;1
11581;9247;1
11585;9250;1
11595;9262;1
11596;9263;1
11598;9264;1
11609;9272;1
11624;9284;1
11633;9291;1
11654;9307;1
11683;9332;1
11688;9337;1
11712;9356;1
11731;9369;1
11734;9372;1
11736;9374;1
11782;9410;1
11791;9419;1
11836;9467;1
11845;9472;1
11877;9499;1
11894;9513;1
11907;9533;1
11925;9548;1
11964;9581;1
11966;9581;1
11969;9583;1
11980;9592;1
11981;9592;1
11983;9593;1
11984;9594;1
12012;9611;1
12054;9650;1
12057;9652;1
12063;9658;1
12098;9684;1
12109;9694;1
12110;9694;1
12111;9695;1
12134;9716;1
12139;9720;1
12143;9722;1
12156;9734;1
12181;9753;1
12197;9769;1
12218;9784;1
12220;9784;1
12226;9790;1
12238;9798;1
12243;9801;1
12249;9805;1
12251;9807;1
12271;9825;1
12275;9828;1
12276;9828;1
12277;9828;1
12301;9845;1
12302;9845;1
12305;9848;1
12346;9883;1
12386;9906;1
12403;9924;1
12417;9935;1
12421;9939;1
12422;9939;1
12432;9943;1
12436;9946;1
12451;9955;1
12465;9962;1
12489;9980;1
12503;9992;1
12504;9992;1
12506;9993;1
12549;10027;1
12556;10033;1
12566;10040;1
12569;10042;1
12577;10048;1
12600;10071;1
12611;10080;1
12619;10085;1
12620;10086;1
12628;10090;1
12631;10091;1
12636;10097;1
12646;10103;1
12652;10106;1
12669;10118;1
12693;10134;1
12699;10138;1
12705;10141;1
12706;10141;1
12710;10145;1
12720;10153;1
12730;10163;1
12732;10166;1
12744;10173;1
12754;10184;1
12755;10184;1
12769;10193;1
12771;10193;1
12776;10196;1
12781;10200;1
12784;10203;1
12802;10220;1
12819;10230;1
12822;10236;1
12823;10236;1
12829;10239;1
12838;10246;1
12840;10248;1
12862;10262;1
12871;10269;1
12878;10274;1
12899;10288;1
12919;10298;1
12922;10301;1
12930;10309;1
12955;10333;1
12956;10333;1
12963;10336;1
12967;10339;1
12974;10347;1
12981;10356;1
12994;10372;1
12997;10373;1
13005;10381;1
13007;10382;1
13011;10383;1
13023;10392;1
13033;10398;1
13074;10425;1
13078;10427;1
13083;10433;1
13089;10440;1
13109;10454;1
13132;10472;1
13154;10488;1
13165;10496;1
13166;10497;1
13176;10503;1
13197;10518;1
13200;10520;1
13210;10527;1
13212;10529;1
13216;10532;1
13217;10532;1
13233;10545;1
13234;10545;1
13245;10556;1
13254;10562;1
13260;10567;1
13265;10570;1
13270;10573;1
13289;10589;1
13292;10592;1
13317;10611;1
13333;10622;1
13353;10633;1
13361;10640;1
13364;10642;1
13380;10654;1
13387;10658;1
13409;10677;1
13411;10680;1
13416;10681;1
13426;10692;1
13442;10706;1
13446;10710;1
13482;10737;1
13503;10754;1
13504;10754;1
13505;10754;1
13507;10755;1
13508;10755;1
13509;10756;1
13512;10759;1
13533;10776;1
13535;10776;1
13563;10798;1
13574;10807;1
13590;10820;1
13625;10845;1
13646;10862;1
13652;10865;1
13654;10866;1
13657;10868;1
13662;10872;1
13671;10876;1
13690;10889;1
13699;10901;1
13701;10901;1
13708;10906;1
13711;10910;1
13717;10919;1
13729;10930;1
13747;10945;1
13760;10959;1
13764;10961;1
13765;10962;1
13817;11006;1
13821;11010;1
13835;11021;1
13840;11028;1
13843;11031;1
13847;11033;1
13855;11038;1
13858;11041;1
13860;11042;1
13875;11051;1
13890;11060;1
13892;11061;1
13895;11061;1
13898;11062;1
13912;11074;1
13932;11100;1
13933;11101;1
13946;11114;1
13948;11115;1
13956;11120;1
13965;11125;1
13967;11126;1
13969;11127;1
13971;11129;1
13973;11130;1
13990;11143;1
14016;11162;1
14019;11164;1
14024;11169;1
14025;11170;1
14043;11184;1
14059;11196;1
14060;11197;1
14061;11197;1
14067;11201;1
14088;11220;1
14090;11222;1
14097;11231;1
14106;11240;1
14107;11241;1
14113;11249;1
14127;11260;1
14129;11262;1
14150;11273;1
14162;11284;1
14175;11293;1
14188;11301;1
14227;11334;1
14239;11344;1
14241;11344;1
14242;11345;1
14246;11347;1
14250;11351;1
14268;11366;1
14282;11373;1
14291;11379;1
14337;11414;1
14339;11416;1
14347;11420;1
14398;11455;1
14401;11457;1
14424;11475;1
14433;11485;1
14434;11486;1
14441;11495;1
14442;11495;1
14445;11497;1
14453;11508;1
14462;11513;1
14465;11517;1
14470;11522;1
14472;11522;1
14487;11534;1
14488;11534;1
14489;11535;1
14497;11542;1
14498;11542;1
14524;11563;1
14531;11568;1
14537;11571;1
14566;11593;1
14574;11600;1
14620;11639;1
14628;11646;1
14651;11675;1
14657;11684;1
14658;11685;1
14714;11731;1
14727;11739;1
14736;11750;1
14740;11756;1
14744;11761;1
14770;11789;1
14779;11795;1
14802;11812;1
14808;11814;1
14835;11832;1
14873;11858;1
14903;11888;1
14955;11928;1
14959;11931;1
14987;11948;1
14996;11957;1
14998;11958;1
14999;11958;1
15000;11959;1
15005;11961;1
15013;11967;1
15020;11970;1
15022;11971;1
15044;11992;1
15049;11997;1
15055;12002;1
15057;12005;1
15059;12006;1
15061;12008;1
15063;12009;1
15064;12009;1
15067;12013;1
15076;12020;1
15078;12023;1
15084;12028;1
15086;12028;1
15088;12029;1
15089;12030;1
15092;12032;1
15103;12039;1
15122;12055;1
15129;12059;1
15130;12059;1
15138;12067;1
15146;12073;1
15186;12112;1
15195;12118;1
15200;12120;1
15207;12125;1
15224;12142;1
15231;12152;1
15241;12157;1
15259;12171;1
15277;12184;1
15288;12196;1
15304;12211;1
15333;12243;1
15340;12253;1
15341;12254;1
15342;12255;1
15343;12255;1
15345;12258;1
15351;12261;1
15356;12265;1
15360;12268;1
15384;12288;1
15395;12295;1
15396;12295;1
15423;12318;1
15430;12324;1
15452;12341;1
15458;12349;1
15472;12355;1
15475;12357;1
15499;12375;1
15513;12387;1
15515;12388;1
15525;12396;1
15526;12397;1
15528;12399;1
15540;12407;1
15575;12439;1
15582;12447;1
15584;12450;1
15586;12452;1
15590;12456;1
15593;12456;1
15596;12458;1
15621;12481;1
15655;12514;1
15666;12526;1
15674;12532;1
15688;12541;1
15696;12547;1
15697;12547;1
15703;12552;1
15708;12556;1
15709;12557;1
15714;12559;1
15716;12560;1
15742;12579;1
15744;12579;1
15758;12588;1
15794;12614;1
15808;12628;1
15812;12633;1
15821;12643;1
15827;12648;1
15841;12657;1
15844;12659;1
15851;12663;1
15874;12676;1
15881;12685;1
15897;12695;1
15919;12716;1
15925;12721;1
15926;12721;1
15929;12725;1
15935;12733;1
15968;12752;1
15972;12755;1
15976;12758;1
16014;12780;1
16016;12783;1
16019;12785;1
16037;12800;1
16041;12801;1
16092;12841;1
16102;12845;1
16104;12846;1
16109;12851;1
16130;12865;1
16143;12874;1
16150;12882;1
16158;12890;1
16160;12892;1
16162;12892;1
16168;12897;1
16187;12910;1
16193;12916;1
16210;12928;1
16226;12937;1
16237;12950;1
16247;12960;1
16301;13001;1
16302;13001;1
16389;13077;1
16393;13080;1
16399;13091;1
16400;13093;1
16420;13106;1
16443;13125;1
16445;13125;1
16455;13132;1
16463;13137;1
16464;13137;1
16477;13150;1
16502;13169;1
16509;13176;1
16516;13183;1
16536;13200;1
16538;13202;1
16552;13211;1
16560;13218;1
16562;13219;1
16571;13227;1
16576;13233;1
16596;13252;1
16607;13264;1
16623;13273;1
16628;13277;1
16659;13304;1
16668;13312;1
16677;13321;1
16688;13329;1
16692;13333;1
16698;13337;1
16704;13342;1
16722;13356;1
16724;13357;1
16726;13359;1
16727;13360;1
16747;13378;1
16768;13395;1
16773;13401;1
16775;13402;1
16787;13411;1
16799;13420;1
16800;13420;1
16810;13428;1
16814;13431;1
16820;13434;1
16822;13436;1
16853;13464;1
16866;13473;1
16883;13485;1
16887;13486;1
16917;13510;1
16940;13524;1
16943;13526;1
16950;13532;1
16957;13538;1
16981;13560;1
16990;13571;1
16999;13583;1
17000;13584;1
17037;13607;1
17068;13630;1
17074;13633;1
17093;13650;1
17094;13650;1
17096;13651;1
17099;13654;1
17109;13661;1
17116;13668;1
17117;13668;1
17124;13672;1
17141;13679;1
17173;13708;1
17174;13710;1
17177;13711;1
17208;13737;1
17209;13737;1
17213;13741;1
17225;13749;1
17226;13749;1
17229;13751;1
17230;13752;1
17259;13776;1
17260;13777;1
17274;13793;1
17276;13795;1
17287;13804;1
17300;13814;1
17305;13819;1
17336;13840;1
17339;13845;1
17351;13854;1
17352;13859;1
17359;13862;1
17360;13862;1
17362;13862;1
17397;13889;1
17399;13890;1
17403;13897;1
17421;13915;1
17423;13915;1
17426;13922;1
17430;13926;1
17480;13967;1
17484;13972;1
17496;13980;1
17497;13981;1
17509;13996;1
17510;13997;1
17511;13999;1
17513;13999;1
17553;14038;1
17569;14049;1
17571;14050;1
17573;14050;1
17579;14053;1
17584;14060;1
17589;14062;1
17597;14067;1
17599;14068;1
17611;14078;1
17614;14083;1
17626;14094;1
17647;14106;1
17648;14107;1
17653;14111;1
17663;14124;1
17665;14126;1
17670;14129;1
17674;14131;1
17675;14131;1
17676;14133;1
17677;14133;1
17681;14135;1
17689;14142;1
17700;14150;1
17722;14166;1
17735;14178;1
17753;14198;1
17773;14214;1
17775;14216;1
17776;14218;1
17779;14218;1
17802;14240;1
17820;14263;1
17822;14264;1
17832;14272;1
17845;14278;1
17852;14281;1
17877;14301;1
17882;14306;1
17889;14311;1
17910;14328;1
17937;14351;1
17942;14355;1
17947;14359;1
17948;14359;1
17983;14387;1
18007;14404;1
18016;14410;1
18042;14431;1
18050;14439;1
18066;14454;1
18074;14461;1
18077;14464;1
18086;14474;1
18112;14497;1
18116;14501;1
18118;14502;1
18123;14507;1
18157;14542;1
18172;14553;1
18175;14555;1
18206;14580;1
18210;14584;1
18238;14599;1
18241;14601;1
18258;14612;1
18265;14618;1
